"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8H459GTV","journalArticle","2024","Canale, Gustavo Rodrigues; Mitidiero Junior, Marco Antonio; Oliveira, Leonardo De Carvalho; Pacca, Luciana Gosi; Alencar, Ane Auxiliadora Costa; Azevedo, Tasso; Bombardi, Larissa Mies; Dias, Braulio Ferreira De Souza; Kaingáng, Fernanda Jófej; Rosa, Marcos Reis; Silvestrini, Rafaella Almeida; Oliveira, Ariovaldo Umbelino De; Porto-Gonçalves, Carlos Walter; Jerusalinsky, Leandro","Far-right political forces in Brazil may push the Amazon to a tipping point","Revista Campo-Território","","1809-6271","10.14393/RCT195675378","https://seer.ufu.br/index.php/campoterritorio/article/view/75378","The spatial distribution of votes for the 2022’s presidential election in Brazil overlaid with the range of the Brazilian biomes indicated a political division within these ecoregions. A high number of supporters to the far-right concentrated in the southern Amazon, while a concentration of votes for the center-left wing was observed in the most pristine region of the Brazilian Amazon and also in the Caatinga biome. In the Legal Amazon, there was a strong positive relation between the proportion of votes per municipality for the far-right former president Jair Bolsonaro and the total forest loss accumulated in the last 36 years prior to this election (1985-2021) in each municipality. This region with a historical high rate of deforestation also concentrates various crimes and practices that drive environmental and social impacts, such as land grabbing in public land, mining in indigenous territories, illegal logging in protected areas, expulsion of traditional populations and increased use of agro-chemicals and gun permits. The strengthening and continued convergence of these policies and practices may lead the Amazon to a tipping point, which prevents the recovery and maintenance of its ecosystem services, triggering irreversible environmental, social and economic impacts. Reversing this trend depends on measures and actions of the executive, legislative and judicial powers, in all three spheres (municipal, state and federal), and involves the election of local and regional political forces that represent counterpoints to the anti-socio-environmental agendas that are being strengthened in the current context.           ,              La distribución espacial de los votos en las elecciones presidenciales del 2022 en Brasil, superpuesta a la extensión de los biomas brasileños, indicó una división política dentro de algunas ecorregiones. Se destacó una prevalencia de partidarios de la extrema derecha en el sur de la Amazonía, mientras que se observó una concentración de votos hacia la centroizquierda en la región más preservada al norte de la Amazonía brasileña y también en el bioma Caatinga. En la Amazonía Legal, hubo una fuerte relación positiva entre la proporción de votos por municipio para el expresidente de extrema derecha Jair Bolsonaro y la pérdida total acumulada de bosques en los 36 años anteriores a esta elección (1985-2021) en cada municipio. Esta región con alta tasa histórica de deforestación es también donde se concentra una variedad de crímenes y prácticas que impulsan impactos ambientales y sociales, como la apropiación ilegal de tierras públicas, la minería en territorios indígenas, la tala ilegal en áreas protegidas, la expulsión de poblaciones tradicionales y el aumento del uso de pesticidas y armas. El fortalecimiento y la continuidad de la convergencia entre estas políticas y prácticas podría llevar a la Amazonía a un punto de no retorno para su recuperación y la preservación de sus servicios ecosistémicos, generando impactos ambientales, sociales y económicos irreversibles. La reversión de esta tendencia depende de la actuación de los poderes ejecutivo, legislativo y judicial, en los tres niveles (municipal, provincial y federal), y pasa por la elección de fuerzas políticas locales y regionales que representen un contrapunto a las agendas antisocioambientales que se han fortalecido en el contexto actual.           ,              The spatial distribution of votes for the 2022’s presidential election in Brazil overlaid with the range of the Brazilian biomes indicated a political division within these ecoregions. A high number of supporters to the far-right concentrated in the southern Amazon, while a concentration of votes for the center-left wing was observed in the most pristine region of the Brazilian Amazon and also in the Caatinga biome. In the Legal Amazon, there was a strong positive relation between the proportion of votes per municipality for the far-right former president Jair Bolsonaro and the total forest loss accumulated in the last 36 years prior to this election (1985-2021) in each municipality. This region with a historical high rate of deforestation also concentrates various crimes and practices that drive environmental and social impacts, such as land grabbing in public land, mining in indigenous territories, illegal logging in protected areas, expulsion of traditional populations and increased use of agro-chemicals and gun permits. The strengthening and continued convergence of these policies and practices may lead the Amazon to a tipping point, which prevents the recovery and maintenance of its ecosystem services, triggering irreversible environmental, social and economic impacts. Reversing this trend depends on measures and actions of the executive, legislative and judicial powers, in all three spheres (municipal, state and federal), and involves the election of local and regional political forces that represent counterpoints to the anti-socio-environmental agendas that are being strengthened in the current context.","2024-09-30","2025-05-04 22:26:53","2025-05-04 22:26:53","2025-05-04 22:26:53","1-15","","56","19","","RCT","","","","","","","","","http://creativecommons.org/licenses/by-nc-nd/4.0","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/Z6KSFZZN/Canale et al. - 2024 - Far-right political forces in Brazil may push the Amazon to a tipping point.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S52B6GVI","book","2011","Ramírez, María Clemencia","Between the Guerrillas and the State: The Cocalero Movement, Citizenship, and Identity in the Colombian Amazon","","978-0-8223-9420-4 978-0-8223-5000-2","","","http://www.jstor.org/stable/10.2307/j.ctv11g98cb","","2011-07-01","2025-05-04 22:27:00","2025-05-04 22:27:00","2025-05-04 22:27:00","","","","","","","Between the Guerrillas and the State","","","","","Duke University Press","","","","","","","DOI.org (Crossref)","","DOI: 10.2307/j.ctv11g98cb","","","","","","","","Klatt, Andy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXEQ4I6V","journalArticle","2021","Oliveira Batista, Frank Reginaldo; Porro, Roberto; De Sant’Ana Quaresma, Edilan","Valoração da distribuição e destruição de ativos biológicos: abordagem da contabilidade ambiental aplicada a um assentamento em conflito na Amazônia brasileira","Estudos Sociedade e Agricultura","","2526-7752","10.36920/esa-v29n1-10","https://revistaesa.com/ojs/index.php/esa/article/view/esa29-1_10_valoracao","This article establishes procedures for an accounting-based assessment of the wealth composed of environmental assets – land, forest and timber resources – distributed through land reform actions in the Amazon, in context of conflicts and territorial disputes. The study was carried out in an environmentally differentiated land-reform project, located in Anapu, Pará: the PDS (Sustainable Development Project) Virola-Jatobá. The material and monetary measurement of environmental components of the wealth within the space studied was carried out using the accounting method. Initially, values were determined, both for environmental assets considered to be in the domain of the state, and for those rights to use and exploit environmental resources granted to settled families. Then, damages and losses resulting from an invasion of the settlement's forest reserve, which took place in 2017, were assessed. The invasion by third parties resulted in deforestation, pasture formation and illegal wood extraction in an area where a community forest management plan was implemented. Establishing a monetary value of damages attests that distributive public policies do not effectively face the social reality in the countryside, in which settlements are impacted and weakened by conflicts, territorial disputes and environmental crimes. The inclusion of new theoretical and practical approaches of environmental accounting in multidisciplinary studies can thus contribute to expand the understanding of social, environmental and economic phenomena inherent to public active inclusion policies.           ,              Este artículo establece procedimientos para la valoración contable de la riqueza que componen los activos ambientales - recursos tierra, bosques y madera - distribuidos por las acciones de reforma agraria en la Amazonía, en el contexto de conflictos y disputas territoriales. El estudio se llevó a cabo como parte de un proyecto de asentamiento ambientalmente diferenciado, ubicado en Anapu, Pará: el Proyecto de Desarrollo Sostenible Virola-Jatobá (PDS). La medición física y monetaria de los componentes ambientales de la riqueza del área estudiada se realizó mediante el método contable. Inicialmente, se determinaron valores, tanto para los activos ambientales considerados de dominio del Estado, como los referidos a los derechos de uso y exploración de los recursos ambientales otorgados a las familias asentadas. Luego, se evaluaron los daños y pérdidas resultantes de la invasión de la reserva forestal del asentamiento, ocurrida en 2017. La invasión de terceros resultó en deforestación, formación de pastizales y tala ilegal en un área donde se llevó a cabo un plan de manejo forestal comunitario. La determinación monetaria de los daños causados ​​atestigua que las políticas públicas distributivas no enfrentan la realidad social en el campo, en donde los asentamientos se ven impactados y debilitados por tensiones y disputas territoriales y delitos ambientales. La inclusión de nuevos enfoques teóricos y prácticos de la contabilidad ambiental en estudios multidisciplinarios puede contribuir así a ampliar la comprensión de los fenómenos sociales, ambientales y económicos inherentes a las políticas públicas de inclusión.           ,                         ,              O presente artigo estabelece procedimentos para avaliação contábil da riqueza compreendida por ativos ambientais – terra, floresta e recursos madeireiros – distribuídos por ações de reforma agrária na Amazônia, em contexto de conflitos e disputas territoriais. O estudo foi realizado no âmbito de projeto de assentamento ambientalmente diferenciado, localizado em Anapu, Pará: o Projeto de Desenvolvimento Sustentável (PDS) Virola-Jatobá. A mensuração física e monetária de componentes ambientais da riqueza da área estudada se deu pelo método contábil. Foram inicialmente determinados valores, tanto de ativos ambientais considerados de domínio do Estado, quanto daqueles referentes a direitos de uso e exploração dos recursos ambientais concedidos a famílias assentadas. Em seguida, avaliaram-se danos e perdas resultantes da invasão da reserva florestal do assentamento, ocorrida em 2017. A invasão por terceiros resultou em desmatamento, formação de pastagem e extração ilegal de madeira em área na qual era executado um plano de manejo florestal comunitário. A determinação monetária dos danos causados atesta que políticas públicas distributivas não fazem frente à realidade social no campo, na qual assentamentos são impactados e fragilizados por tensões e disputas territoriais e crimes ambientais. A inclusão de novas abordagens teóricas e práticas da contabilidade ambiental em estudos multidisciplinares pode assim contribuir para expandir a compreensão dos fenômenos sociais, ambientais e econômicos inerentes a políticas públicas de inclusão.","2021-02-01","2025-05-04 22:27:01","2025-05-04 22:27:01","2025-05-04 22:27:01","166-196","","1","29","","ESA","Valoração da distribuição e destruição de ativos biológicos","","","","","","","","https://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/AWTD5W6A/Oliveira Batista et al. - 2021 - Valoração da distribuição e destruição de ativos biológicos abordagem da contabilidade ambiental ap.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LNPSJYVS","journalArticle","2024","Luiselli, Luca","Interviews in ecology and conservation biology: A hidden treasure for the African ecologist","African Journal of Ecology","","0141-6707, 1365-2028","10.1111/aje.13231","https://onlinelibrary.wiley.com/doi/10.1111/aje.13231","","2024-01","2025-05-04 22:27:04","2025-05-04 22:27:04","2025-05-04 22:27:04","e13231","","1","62","","Afr J Ecol","Interviews in ecology and conservation biology","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/RCDT8ETQ/Luiselli - 2024 - Interviews in ecology and conservation biology A hidden treasure for the African ecologist.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAGPDMFT","journalArticle","2021","Caldas, Gilandeson Negreiros; Chaves, Andréa Bittencourt Pires; Almeida, Silvia Dos Santos De","The role of the civil police of the State of Pará in combating crimes against flora","Research, Society and Development","","2525-3409","10.33448/rsd-v10i1.11733","https://rsdjournal.org/index.php/rsd/article/view/11733","Deforestation in the Legal Amazon has increasingly occupied a prominent place in public discussions. The state of Pará is one of the states that most illegally suppresses vegetation cover. This article aims to find out how the civil police of the state of Pará has been working to combat crimes against flora. The research took a qualitative and quantitative approach. Statistical data made available by the Secretariat of Intelligence and Criminal Analysis - SIAC on police reports and procedures put in place to investigate crimes against flora were used, as well as data from the main official platforms for monitoring deforestation in Brazil. The time frame was the period between January 2017 and January 2020. An interview was also conducted with the head of the police station for the repression of crimes against flora. The results showed that crimes against flora in Pará are underreported and that the civil police face serious obstacles to instructing police investigations due to the scarcity of material and human resources in addition to the economic and political power of most of those investigated. The research concludes that for an effective confrontation of crimes against flora, it is necessary to equip the judicial police, educate and raise awareness among the population about their role in informing the authorities about environmental devastation.","2021-01-18","2025-05-04 22:27:10","2025-05-04 22:27:10","2025-05-04 22:27:10","e35310111733","","1","10","","RSD","","","","","","","","","https://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/GXM8ZGQ4/Caldas et al. - 2021 - The role of the civil police of the State of Pará in combating crimes against flora.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QXAN4FZ","journalArticle","2024","De Araujo Filho, Jose Gomes; Lunardi, Fabricio Castagna; Gomes, Adalmir De Oliveira; Correia, Pedro Miguel Alves Ribeiro","Access to Justice and Digital Inclusion in the Amazon: Geographic Vulnerability and Riverside Communities","Virtual Economics","","2657-4047","10.34021/ve.2024.07.02(2)","https://www.virtual-economics.eu/index.php/VE/article/view/350","This article explores access to justice for a local population in the Brazilian Amazon region and the opportunities generated by digital transformation in the judiciary, focusing on the case of Porto de Moz, Para, Brazil. While access to justice has been extensively examined through various theoretical lenses within the realm of social sciences, a noticeable void persists in the scientific discourse concerning access to justice for riverside communities within the Amazon region. Consequently, this study delves into the challenges confronted by the Judiciary and other components of the justice system in a Brazilian region characterized by heightened structural intricacies, underscored by the geographic isolation of its populace and a dearth of public services. The primary objective of this research is to elucidate the perspectives of riverside residents in the Amazon region regarding impediments and enablers to accessing justice services. To achieve this goal, there was undertaken a case study within one of the riverside communities in the municipality of Porto de Moz, situated in the state of Pará, Brazil. Employing document analysis and focus groups with local residents, the empirical research sheds light on the prevailing scenario. The findings of the study reveal that the predominant barriers to accessing justice in the surveyed riverside community include geographical isolation, technological constraints – such as unreliable energy infrastructure – and the virtual absence of public authorities in delivering essential services. Conversely, key facilitators of access encompass public-private partnerships, the establishment of digital inclusion points, and itinerant justice initiatives.","2024-06-23","2025-05-04 22:27:14","2025-05-04 22:27:14","2025-05-04 22:27:14","","","2","7","","VE","Access to Justice and Digital Inclusion in the Amazon","","","","","","","","http://creativecommons.org/licenses/by-nc/4.0","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/FXJK2WLN/De Araujo Filho et al. - 2024 - Access to Justice and Digital Inclusion in the Amazon Geographic Vulnerability and Riverside Commun.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YU8ZUUIV","journalArticle","2006","Bischoff, James L.","Forced Labour in Brazil: International Criminal Law as the <i>Ultima Ratio</i> Modality of Human Rights Protection","Leiden Journal of International Law","","0922-1565, 1478-9698","10.1017/S0922156505003225","https://www.cambridge.org/core/product/identifier/S0922156505003225/type/journal_article","Notwithstanding estimates that 12.3 million persons today are subjected to conditions analogous to slavery, public international lawyers have almost completely ignored slavery and related institutions in recent decades. This article explores the phenomenon of forced labour in the Amazon, where anywhere between 25,000 and 100,000 people are compelled through trickery and coercion to work in subhuman conditions. After outlining the legal regime governing slavery-related practices, the author examines why the Brazilian government has failed in its efforts to secure compliance within its own borders of its obligations under anti-slavery and human rights conventions. The author then argues that holding the Brazilian state responsible and assessing monetary damages is not in fact the most effective and fair way to secure the human rights of the victims of forced labour, and that international criminal sanctions for the individual perpetrators – including prosecution in the ICC for crimes against humanity – is a viable and preferable alternative.","2006-03","2025-05-04 22:27:21","2025-05-04 22:27:21","2025-05-04 22:27:21","151-193","","1","19","","Leiden Journal of International Law","Forced Labour in Brazil","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/DS4KBJH9/Bischoff - 2006 - Forced Labour in Brazil International Criminal Law as the Ultima Ratio Modality of Human Rig.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LB5TNZ77","journalArticle","2024","Araujo, Daniel; Barreto, Yuri; Castro, Danny; Tigre, Robson","Illegal markets and contemporary slavery: Evidence from the mahogany trade in the Amazon","Journal of Development Economics","","03043878","10.1016/j.jdeveco.2023.103177","https://linkinghub.elsevier.com/retrieve/pii/S0304387823001335","","2024-01","2025-05-04 22:27:23","2025-05-04 22:27:23","2025-05-04 22:27:23","103177","","","166","","Journal of Development Economics","Illegal markets and contemporary slavery","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXIAV5AS","journalArticle","2020","Mazzotti, José Antonio","Tales of (De)colonization in the Peruvian Amazon","English Language Notes","","0013-8282, 2573-3575","10.1215/00138282-8237509","https://read.dukeupress.edu/english-language-notes/article/58/1/186/165094/Tales-of-De-colonization-in-the-Peruvian-AmazonThe","Abstract             This article presents some results of a long-term research project on the Iskonawa, a Peruvian Amazon community that until recently many specialists considered gone. The few living speakers hold a world of knowledge and oral tradition that a team of Peruvian researchers has been collecting since 2010. Some Iskonawa myths of origin and survival tell us about their relationship with nature, their use of animals and plants, and a bleak future of deforestation, contamination, drug trafficking, and other crimes. In some of these narratives, it is possible to find alternative views of nature and the world in general that challenge the Western and neoliberal approach to the Amazonian basin.","2020-04-01","2025-05-04 22:27:24","2025-05-04 22:27:24","2025-05-04 22:27:24","186-199","","1","58","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6MWVHMQ","journalArticle","2019","Van Swaaningen, René","Criminaliteit en macht: een inleiding","Tijdschrift over Cultuur & Criminaliteit","","2211-9507","10.5553/TCC/221195072019009002001","https://www.boomportaal.nl/doi/10.5553/TCC/221195072019009002001","Crime and power                            Criminologists have by and large sought to explain crime by the deficiencies people may have. It took till the 1970s until the idea that crime can also be caused by structural power inequalities got an actual name in criminology: crimes of the powerful. Starting with the works of Willem Bonger and Edward Ross in the early 20               th               century, the author analyses how critical criminologists like Frank Pearce introduced the term ‘crimes of the powerful’ in the 1970s and how this concept was subsequently applied to gender- and racial inequalities, state crime, corruption et cetera, whilst pointing at the topical relevance of using a lens of ‘crimes of the powerful’ as a sensitising concept to analyse present-day problems, ranging from sexual abuse in the Roman Catholic church to the banking sector or indeed the expropriation of indigenous lands in the Amazon by soy-farmers and timber traders.","2019-12","2025-05-04 22:27:25","2025-05-04 22:27:25","2025-05-04 22:27:25","3-13","","2","9","","","Criminaliteit en macht","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHMDZX48","journalArticle","2022","Groth, Aaron","Landscapes of Inequity: Environmental Justice in the Andes-Amazon Region ed. by Nicholas A. Robins and Barbara J. Fraser","Journal of Latin American Geography","","1548-5811","10.1353/lag.2022.0008","https://muse.jhu.edu/article/855963","","2022-05","2025-05-04 22:27:38","2025-05-04 22:27:38","2025-05-04 22:27:38","198-201","","1","21","","Journal of Latin American Geography","Landscapes of Inequity","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIVRYFGE","journalArticle","2008","Schmink, Marianne","Walking the Forest with Chico Mendes. Struggle for Justice in the Amazon (review)","Journal of Latin American Geography","","1548-5811","10.1353/lag.0.0010","https://muse.jhu.edu/article/247105","","2008","2025-05-04 22:27:40","2025-05-04 22:27:40","2025-05-04 22:27:40","176-178","","2","7","","lag","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBQLUK6Z","journalArticle","2015","Costa, Rafael","The Violent Aporia of Postcolonial Public Life: Environmental Politics and Indigenous Self-determination in the Amazon*","e-cadernos CES","","1647-0737","10.4000/eces.1906","http://journals.openedition.org/eces/1906","","2015-06-01","2025-05-04 22:27:41","2025-05-04 22:27:41","2025-05-04 22:27:41","","","23","","","eces","The Violent Aporia of Postcolonial Public Life","","","","","","","","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/88ZXSNSK/Costa - 2015 - The Violent Aporia of Postcolonial Public Life Environmental Politics and Indigenous Self-determina.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7IYC7JNA","journalArticle","1999","Aengus, Wendi L.; Millam, James R.","Taming parent-reared orange-winged Amazon parrots by neonatal handling","Zoo Biology","","0733-3188, 1098-2361","10.1002/(SICI)1098-2361(1999)18:3<177::AID-ZOO2>3.0.CO;2-D","https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1098-2361(1999)18:3<177::AID-ZOO2>3.0.CO;2-D","","1999","2025-05-04 22:27:45","2025-05-04 22:27:45","2025-05-04 22:27:45","177-187","","3","18","","Zoo Biol.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUB7BYE7","journalArticle","2022","Martin, Hannah Meszaros; Pedraza, Oscar","Extinction in transition: coca, coal, and the production of enmity in Colombia's post-peace accords environment","Journal of Political Ecology","","1073-0451","10.2458/jpe.4780","https://journals.librarypublishing.arizona.edu/jpe/article/id/4780/","At the Paris Climate Summit in 2015, then Colombian president Juan Manuel Santos proposed constructing a multi-national biodiversity corridor that would extend from the Andes to the Brazilian Atlantic coast. Santos highlighted increased militarization of the territory as one advantage of the corridor. In this model, ecological conservation becomes a matter of national/natural security, in the form of counterinsurgency to counter illegal economies. Climate change and ecological disaster mean the forest needs the military power of the State to save it from destruction. We argue that such conservation entails a form of necropolitics lying in wait; because to conserve one part is to condemn the other – framed as the enemy – to certain destruction, as land is simultaneously designated for large-scale development projects. Conservation, in effect, becomes tied to a form of extinction. Our article examines two increasingly militarized frontiers that work through conservation in Colombia. The first is where the Andes meets the Amazon rainforest, an area that has seen an increase in deforestation following the 2016 Peace Agreement with the FARC. Deforestation is often attributed to the cultivation of coca (used to produce cocaine), and the solution posited by the government is to eradicate the plant. We argue that eradication of illicit crops is a form of enforced extinction that militarizes the forest, targeting both human and non-human inhabitants. The second frontier concerns coal mining on the Caribbean coast, where mass environmental devastation induced by the industry has led to a forced reorganization of life in the region. The military guards the sites of extraction and those who oppose coal mining become targets for elimination. We bring these two cases – coal and coca – into dialogue, to trace the extinction-driven expansion of extractive economies, a process intertwined with armed conflict, narcotrafficking, and now with transitional politics.","2022-01-24","2025-05-04 22:27:46","2025-05-04 22:27:46","2025-05-04 22:27:46","","","1","28","","","Extinction in transition","","","","","","","","https://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/REJ6HQY9/Martin and Pedraza - 2022 - Extinction in transition coca, coal, and the production of enmity in Colombia's post-peace accords.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A3LG7HMA","journalArticle","2016","Rupert Medd","Defiant: Documenting the Violation of the Natural World by Latin American Reporters","Resilience: A Journal of the Environmental Humanities","","23308117","10.5250/resilience.3.2016.0169","https://muse.jhu.edu/article/646601","","2016","2025-05-04 22:27:53","2025-05-04 22:27:53","2025-05-04 22:27:53","169","","","3","","Resilience: A Journal of the Environmental Humanities","Defiant","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9R7U67ZD","journalArticle","2013","Johnson, Thea","Latin Justice","World Policy Journal","","0740-2775, 1936-0924","10.1177/0740277513506382","https://read.dukeupress.edu/world-policy-journal/article/30/3/57/84965/Latin-JusticeA-New-Look","","2013-09-01","2025-05-04 22:27:54","2025-05-04 22:27:54","2025-05-04 22:27:54","57-64","","3","30","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QJ4S4CT","journalArticle","2020","Dahill, Lisa E.","Water, Place, and Indigeneity: Three Glimpses of Christian Spirituality","Spiritus: A Journal of Christian Spirituality","","1535-3117","10.1353/scs.2020.0029","https://muse.jhu.edu/article/766123","","2020","2025-05-04 22:27:54","2025-05-04 22:27:54","2025-05-04 22:27:54","172-175","","2","20","","Spiritus","Water, Place, and Indigeneity","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYWWQFXQ","journalArticle","2023","Bickel, Juan Pablo Medina; Mia, Irene","Geopolitics and Climate Change: The Significance of South America","Survival","","0039-6338, 1468-2699","10.1080/00396338.2023.2239062","https://www.tandfonline.com/doi/full/10.1080/00396338.2023.2239062","","2023-07-04","2025-05-04 22:27:55","2025-05-04 22:27:55","2025-05-04 22:27:55","123-138","","4","65","","Survival","Geopolitics and Climate Change","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMSJ5LXS","journalArticle","2025","Sawicka, Monika","The curious case of vandals: Brazil’s environmental and regional policies in the Bolsonaro years","Third World Quarterly","","0143-6597, 1360-2241","10.1080/01436597.2024.2435482","https://www.tandfonline.com/doi/full/10.1080/01436597.2024.2435482","","2025-01-02","2025-05-04 22:27:57","2025-05-04 22:27:57","2025-05-04 22:27:57","38-58","","1","46","","Third World Quarterly","The curious case of vandals","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/YV6IB88U/Sawicka - 2025 - The curious case of vandals Brazil’s environmental and regional policies in the Bolsonaro years.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
